area,setting,survey,gear_type,station,Net ID,net_length_m,net_depth_m,mesh_size_mm,valid_set,year,date_and_time_set,date_and_time_checked,total_soaktime_h,lktr_caught,lktr_wt_g,lktr_wt_kg,lktr_npue_num_per100m2_per24h,lktr_bpue_g_per100m2_per24h,lktr_npue_num_perm2_per24h,lktr_bpue_g_perm2_per24h,lktr_bpue_kg_perm2_per24h,notes_cl
III,p5,FIGS,pelagic,172,,21.9456,3.6576,89,Y,2016,7/12/2016 13:50,7/13/2016 14:33,24.72,,,0,0,0,0,0,0,
III,p5,FIGS,pelagic,172,,21.9456,3.6576,114,Y,2016,7/12/2016 13:50,7/13/2016 14:33,24.72,,,0,0,0,0,0,0,
III,p5,FIGS,pelagic,172,,21.9456,3.6576,140,Y,2016,7/12/2016 13:50,7/13/2016 14:33,24.72,,,0,0,0,0,0,0,
III,p5,FIGS,pelagic,172,,21.9456,3.6576,152,Y,2016,7/12/2016 13:50,7/13/2016 14:33,24.72,,,0,0,0,0,0,0,
III,bot,FIH,coney,172,,182.88,6.858,133,Y,2016,7/12/2016 14:04,7/13/2016 14:10,24.1,,,0,0,0,0,0,0,
III,bot,FIGS,benthic,172,,10.9728,1.8288,13,Y,2016,7/12/2016 15:34,7/13/2016 15:01,23.45,,,0,0,0,0,0,0,
III,bot,FIGS,benthic,172,,10.9728,1.8288,19,Y,2016,7/12/2016 15:34,7/13/2016 15:01,23.45,,,0,0,0,0,0,0,
III,bot,FIGS,benthic,172,,10.9728,1.8288,25,Y,2016,7/12/2016 15:34,7/13/2016 15:01,23.45,,,0,0,0,0,0,0,
III,bot,FIGS,benthic,172,,10.9728,1.8288,32,Y,2016,7/12/2016 15:34,7/13/2016 15:01,23.45,,,0,0,0,0,0,0,
III,bot,FIGS,benthic,172,,10.9728,1.8288,38,Y,2016,7/12/2016 15:34,7/13/2016 15:01,23.45,,,0,0,0,0,0,0,
III,bot,FIGS,benthic,172,,21.9456,1.8288,51,Y,2016,7/12/2016 15:34,7/13/2016 15:01,23.45,,,0,0,0,0,0,0,
III,bot,FIGS,benthic,172,,21.9456,1.8288,64,Y,2016,7/12/2016 15:34,7/13/2016 15:01,23.45,,,0,0,0,0,0,0,
III,bot,FIGS,benthic,172,,21.9456,1.8288,89,Y,2016,7/12/2016 15:34,7/13/2016 15:01,23.45,,,0,0,0,0,0,0,
III,bot,FIGS,benthic,172,,21.9456,1.8288,114,Y,2016,7/12/2016 15:34,7/13/2016 15:01,23.45,,,0,0,0,0,0,0,
III,bot,FIGS,benthic,172,,21.9456,1.8288,140,Y,2016,7/12/2016 15:34,7/13/2016 15:01,23.45,,,0,0,0,0,0,0,
III,bot,FIGS,benthic,172,,21.9456,1.8288,152,Y,2016,7/12/2016 15:34,7/13/2016 15:01,23.45,,,0,0,0,0,0,0,
III,bot,FIH,coney,202,,182.88,6.858,133,Y,2016,7/13/2016 10:25,7/14/2016 10:50,24.42,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,47,,10.9728,3.6576,13,Y,2016,7/13/2016 10:55,7/14/2016 9:10,22.25,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,47,,10.9728,3.6576,19,Y,2016,7/13/2016 10:55,7/14/2016 9:10,22.25,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,47,,10.9728,3.6576,25,Y,2016,7/13/2016 10:55,7/14/2016 9:10,22.25,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,47,,10.9728,3.6576,32,Y,2016,7/13/2016 10:55,7/14/2016 9:10,22.25,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,47,,10.9728,3.6576,38,Y,2016,7/13/2016 10:55,7/14/2016 9:10,22.25,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,47,,21.9456,3.6576,51,Y,2016,7/13/2016 10:55,7/14/2016 9:10,22.25,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,47,,21.9456,3.6576,64,Y,2016,7/13/2016 10:55,7/14/2016 9:10,22.25,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,47,,21.9456,3.6576,89,Y,2016,7/13/2016 10:55,7/14/2016 9:10,22.25,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,47,,21.9456,3.6576,114,Y,2016,7/13/2016 10:55,7/14/2016 9:10,22.25,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,47,,21.9456,3.6576,140,Y,2016,7/13/2016 10:55,7/14/2016 9:10,22.25,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,47,,21.9456,3.6576,152,Y,2016,7/13/2016 10:55,7/14/2016 9:10,22.25,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,47,,10.9728,1.8288,13,Y,2016,7/13/2016 11:34,7/14/2016 9:30,21.93,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,47,,10.9728,1.8288,19,Y,2016,7/13/2016 11:34,7/14/2016 9:30,21.93,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,47,,10.9728,1.8288,25,Y,2016,7/13/2016 11:34,7/14/2016 9:30,21.93,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,47,,10.9728,1.8288,32,Y,2016,7/13/2016 11:34,7/14/2016 9:30,21.93,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,47,,10.9728,1.8288,38,Y,2016,7/13/2016 11:34,7/14/2016 9:30,21.93,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,47,,21.9456,1.8288,51,Y,2016,7/13/2016 11:34,7/14/2016 9:30,21.93,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,47,,21.9456,1.8288,64,Y,2016,7/13/2016 11:34,7/14/2016 9:30,21.93,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,47,,21.9456,1.8288,89,Y,2016,7/13/2016 11:34,7/14/2016 9:30,21.93,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,47,,21.9456,1.8288,114,Y,2016,7/13/2016 11:34,7/14/2016 9:30,21.93,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,47,,21.9456,1.8288,140,Y,2016,7/13/2016 11:34,7/14/2016 9:30,21.93,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,47,,21.9456,1.8288,152,Y,2016,7/13/2016 11:34,7/14/2016 9:30,21.93,,,0,0,0,0,0,0,
IE,bot,FIH,coney,47,,182.88,6.858,133,Y,2016,7/13/2016 11:34,7/14/2016 9:30,21.93,,,0,0,0,0,0,0,
III,bot,FIGS,benthic,202,,10.9728,1.8288,13,Y,2016,7/13/2016 16:15,7/14/2016 10:30,18.25,,,0,0,0,0,0,0,
III,bot,FIGS,benthic,202,,10.9728,1.8288,19,Y,2016,7/13/2016 16:15,7/14/2016 10:30,18.25,,,0,0,0,0,0,0,
III,bot,FIGS,benthic,202,,10.9728,1.8288,25,Y,2016,7/13/2016 16:15,7/14/2016 10:30,18.25,,,0,0,0,0,0,0,
III,bot,FIGS,benthic,202,,10.9728,1.8288,32,Y,2016,7/13/2016 16:15,7/14/2016 10:30,18.25,,,0,0,0,0,0,0,
III,bot,FIGS,benthic,202,,10.9728,1.8288,38,Y,2016,7/13/2016 16:15,7/14/2016 10:30,18.25,,,0,0,0,0,0,0,
III,bot,FIGS,benthic,202,,21.9456,1.8288,51,Y,2016,7/13/2016 16:15,7/14/2016 10:30,18.25,,,0,0,0,0,0,0,
III,bot,FIGS,benthic,202,,21.9456,1.8288,64,Y,2016,7/13/2016 16:15,7/14/2016 10:30,18.25,,,0,0,0,0,0,0,
III,bot,FIGS,benthic,202,,21.9456,1.8288,89,Y,2016,7/13/2016 16:15,7/14/2016 10:30,18.25,,,0,0,0,0,0,0,
III,bot,FIGS,benthic,202,,21.9456,1.8288,114,Y,2016,7/13/2016 16:15,7/14/2016 10:30,18.25,,,0,0,0,0,0,0,
III,bot,FIGS,benthic,202,,21.9456,1.8288,140,Y,2016,7/13/2016 16:15,7/14/2016 10:30,18.25,,,0,0,0,0,0,0,
III,bot,FIGS,benthic,202,,21.9456,1.8288,152,Y,2016,7/13/2016 16:15,7/14/2016 10:30,18.25,,,0,0,0,0,0,0,
III,bot,FIH,coney,200,,182.88,6.858,133,Y,2016,7/15/2016 18:10,7/16/2016 13:15,19.08,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,48,,10.9728,1.8288,13,Y,2016,7/16/2016 11:00,7/17/2016 9:00,22,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,48,,10.9728,1.8288,19,Y,2016,7/16/2016 11:00,7/17/2016 9:00,22,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,48,,10.9728,1.8288,25,Y,2016,7/16/2016 11:00,7/17/2016 9:00,22,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,48,,10.9728,1.8288,32,Y,2016,7/16/2016 11:00,7/17/2016 9:00,22,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,48,,10.9728,1.8288,38,Y,2016,7/16/2016 11:00,7/17/2016 9:00,22,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,48,,21.9456,1.8288,51,Y,2016,7/16/2016 11:00,7/17/2016 9:00,22,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,48,,21.9456,1.8288,64,Y,2016,7/16/2016 11:00,7/17/2016 9:00,22,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,48,,21.9456,1.8288,89,Y,2016,7/16/2016 11:00,7/17/2016 9:00,22,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,48,,21.9456,1.8288,114,Y,2016,7/16/2016 11:00,7/17/2016 9:00,22,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,48,,21.9456,1.8288,140,Y,2016,7/16/2016 11:00,7/17/2016 9:00,22,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,48,,21.9456,1.8288,152,Y,2016,7/16/2016 11:00,7/17/2016 9:00,22,,,0,0,0,0,0,0,
IE,bot,FIH,coney,48,,182.88,6.858,133,Y,2016,7/16/2016 11:00,7/17/2016 9:00,22,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,48,,10.9728,3.6576,13,Y,2016,7/16/2016 11:00,7/17/2016 9:00,22,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,48,,10.9728,3.6576,19,Y,2016,7/16/2016 11:00,7/17/2016 9:00,22,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,48,,10.9728,3.6576,25,Y,2016,7/16/2016 11:00,7/17/2016 9:00,22,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,48,,10.9728,3.6576,32,Y,2016,7/16/2016 11:00,7/17/2016 9:00,22,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,48,,10.9728,3.6576,38,Y,2016,7/16/2016 11:00,7/17/2016 9:00,22,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,48,,21.9456,3.6576,51,Y,2016,7/16/2016 11:00,7/17/2016 9:00,22,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,48,,21.9456,3.6576,64,Y,2016,7/16/2016 11:00,7/17/2016 9:00,22,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,48,,21.9456,3.6576,89,Y,2016,7/16/2016 11:00,7/17/2016 9:00,22,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,48,,21.9456,3.6576,114,Y,2016,7/16/2016 11:00,7/17/2016 9:00,22,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,48,,21.9456,3.6576,140,Y,2016,7/16/2016 11:00,7/17/2016 9:00,22,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,48,,21.9456,3.6576,152,Y,2016,7/16/2016 11:00,7/17/2016 9:00,22,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,61,,10.9728,1.8288,13,Y,2016,7/18/2016 9:15,7/19/2016 8:45,23.5,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,61,,10.9728,1.8288,19,Y,2016,7/18/2016 9:15,7/19/2016 8:45,23.5,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,61,,10.9728,1.8288,25,Y,2016,7/18/2016 9:15,7/19/2016 8:45,23.5,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,61,,10.9728,1.8288,32,Y,2016,7/18/2016 9:15,7/19/2016 8:45,23.5,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,61,,10.9728,1.8288,38,Y,2016,7/18/2016 9:15,7/19/2016 8:45,23.5,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,61,,21.9456,1.8288,51,Y,2016,7/18/2016 9:15,7/19/2016 8:45,23.5,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,61,,21.9456,1.8288,64,Y,2016,7/18/2016 9:15,7/19/2016 8:45,23.5,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,61,,21.9456,1.8288,89,Y,2016,7/18/2016 9:15,7/19/2016 8:45,23.5,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,61,,21.9456,1.8288,114,Y,2016,7/18/2016 9:15,7/19/2016 8:45,23.5,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,61,,21.9456,1.8288,140,Y,2016,7/18/2016 9:15,7/19/2016 8:45,23.5,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,61,,21.9456,1.8288,152,Y,2016,7/18/2016 9:15,7/19/2016 8:45,23.5,,,0,0,0,0,0,0,
IE,p20,FIGS,pelagic,61,,10.9728,3.6576,13,Y,2016,7/18/2016 9:15,7/19/2016 8:45,23.5,,,0,0,0,0,0,0,
IE,p20,FIGS,pelagic,61,,10.9728,3.6576,19,Y,2016,7/18/2016 9:15,7/19/2016 8:45,23.5,,,0,0,0,0,0,0,
IE,p20,FIGS,pelagic,61,,10.9728,3.6576,25,Y,2016,7/18/2016 9:15,7/19/2016 8:45,23.5,,,0,0,0,0,0,0,
IE,p20,FIGS,pelagic,61,,10.9728,3.6576,32,Y,2016,7/18/2016 9:15,7/19/2016 8:45,23.5,,,0,0,0,0,0,0,
IE,p20,FIGS,pelagic,61,,10.9728,3.6576,38,Y,2016,7/18/2016 9:15,7/19/2016 8:45,23.5,,,0,0,0,0,0,0,
IE,p20,FIGS,pelagic,61,,21.9456,3.6576,51,Y,2016,7/18/2016 9:15,7/19/2016 8:45,23.5,,,0,0,0,0,0,0,
IE,p20,FIGS,pelagic,61,,21.9456,3.6576,64,Y,2016,7/18/2016 9:15,7/19/2016 8:45,23.5,,,0,0,0,0,0,0,
IE,p20,FIGS,pelagic,61,,21.9456,3.6576,89,Y,2016,7/18/2016 9:15,7/19/2016 8:45,23.5,,,0,0,0,0,0,0,
IE,p20,FIGS,pelagic,61,,21.9456,3.6576,114,Y,2016,7/18/2016 9:15,7/19/2016 8:45,23.5,,,0,0,0,0,0,0,
IE,p20,FIGS,pelagic,61,,21.9456,3.6576,140,Y,2016,7/18/2016 9:15,7/19/2016 8:45,23.5,,,0,0,0,0,0,0,
IE,p20,FIGS,pelagic,61,,21.9456,3.6576,152,Y,2016,7/18/2016 9:15,7/19/2016 8:45,23.5,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,61,,10.9728,3.6576,13,Y,2016,7/18/2016 9:15,7/19/2016 8:45,23.5,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,61,,10.9728,3.6576,19,Y,2016,7/18/2016 9:15,7/19/2016 8:45,23.5,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,61,,10.9728,3.6576,25,Y,2016,7/18/2016 9:15,7/19/2016 8:45,23.5,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,61,,10.9728,3.6576,32,Y,2016,7/18/2016 9:15,7/19/2016 8:45,23.5,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,61,,10.9728,3.6576,38,Y,2016,7/18/2016 9:15,7/19/2016 8:45,23.5,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,61,,21.9456,3.6576,51,Y,2016,7/18/2016 9:15,7/19/2016 8:45,23.5,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,61,,21.9456,3.6576,64,Y,2016,7/18/2016 9:15,7/19/2016 8:45,23.5,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,61,,21.9456,3.6576,89,Y,2016,7/18/2016 9:15,7/19/2016 8:45,23.5,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,61,,21.9456,3.6576,114,Y,2016,7/18/2016 9:15,7/19/2016 8:45,23.5,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,61,,21.9456,3.6576,140,Y,2016,7/18/2016 9:15,7/19/2016 8:45,23.5,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,61,,21.9456,3.6576,152,Y,2016,7/18/2016 9:15,7/19/2016 8:45,23.5,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,93,,10.9728,3.6576,13,Y,2016,7/19/2016 16:35,7/20/2016 14:02,21.45,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,93,,10.9728,3.6576,19,Y,2016,7/19/2016 16:35,7/20/2016 14:02,21.45,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,93,,10.9728,3.6576,25,Y,2016,7/19/2016 16:35,7/20/2016 14:02,21.45,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,93,,10.9728,3.6576,32,Y,2016,7/19/2016 16:35,7/20/2016 14:02,21.45,1,2275,2.275,2.787855586,6342.371458,0.027878556,63.42371458,0.063423715,
IE,p5,FIGS,pelagic,93,,10.9728,3.6576,38,Y,2016,7/19/2016 16:35,7/20/2016 14:02,21.45,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,93,,21.9456,3.6576,51,Y,2016,7/19/2016 16:35,7/20/2016 14:02,21.45,1,530,0.53,1.393927793,738.7817302,0.013939278,7.387817302,0.007387817,
IE,p5,FIGS,pelagic,93,,21.9456,3.6576,64,Y,2016,7/19/2016 16:35,7/20/2016 14:02,21.45,1,565,0.565,1.393927793,787.569203,0.013939278,7.87569203,0.007875692,
IE,p5,FIGS,pelagic,93,,21.9456,3.6576,89,Y,2016,7/19/2016 16:35,7/20/2016 14:02,21.45,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,93,,21.9456,3.6576,114,Y,2016,7/19/2016 16:35,7/20/2016 14:02,21.45,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,93,,21.9456,3.6576,140,Y,2016,7/19/2016 16:35,7/20/2016 14:02,21.45,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,93,,21.9456,3.6576,152,Y,2016,7/19/2016 16:35,7/20/2016 14:02,21.45,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,93,,10.9728,1.8288,13,Y,2016,7/19/2016 16:52,7/20/2016 13:40,20.8,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,93,,10.9728,1.8288,19,Y,2016,7/19/2016 16:52,7/20/2016 13:40,20.8,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,93,,10.9728,1.8288,25,Y,2016,7/19/2016 16:52,7/20/2016 13:40,20.8,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,93,,10.9728,1.8288,32,Y,2016,7/19/2016 16:52,7/20/2016 13:40,20.8,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,93,,10.9728,1.8288,38,Y,2016,7/19/2016 16:52,7/20/2016 13:40,20.8,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,93,,21.9456,1.8288,51,Y,2016,7/19/2016 16:52,7/20/2016 13:40,20.8,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,93,,21.9456,1.8288,64,Y,2016,7/19/2016 16:52,7/20/2016 13:40,20.8,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,93,,21.9456,1.8288,89,Y,2016,7/19/2016 16:52,7/20/2016 13:40,20.8,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,93,,21.9456,1.8288,114,Y,2016,7/19/2016 16:52,7/20/2016 13:40,20.8,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,93,,21.9456,1.8288,140,Y,2016,7/19/2016 16:52,7/20/2016 13:40,20.8,,,0,0,0,0,0,0,
IE,bot,FIGS,benthic,93,,21.9456,1.8288,152,Y,2016,7/19/2016 16:52,7/20/2016 13:40,20.8,,,0,0,0,0,0,0,
IE,bot,FIH,coney,93,,182.88,6.858,133,Y,2016,7/19/2016 17:05,7/20/2016 13:25,20.33,,,0,0,0,0,0,0,
IE,bot,FIGS,pelagic,94,,10.9728,3.6576,13,Y,2016,7/19/2016 18:09,7/20/2016 15:32,21.38,,,0,0,0,0,0,0,
IE,bot,FIGS,pelagic,94,,10.9728,3.6576,19,Y,2016,7/19/2016 18:09,7/20/2016 15:32,21.38,,,0,0,0,0,0,0,
IE,bot,FIGS,pelagic,94,,10.9728,3.6576,25,Y,2016,7/19/2016 18:09,7/20/2016 15:32,21.38,,,0,0,0,0,0,0,
IE,bot,FIGS,pelagic,94,,10.9728,3.6576,32,Y,2016,7/19/2016 18:09,7/20/2016 15:32,21.38,,,0,0,0,0,0,0,
IE,bot,FIGS,pelagic,94,,10.9728,3.6576,38,Y,2016,7/19/2016 18:09,7/20/2016 15:32,21.38,,,0,0,0,0,0,0,
IE,bot,FIGS,pelagic,94,,21.9456,3.6576,51,Y,2016,7/19/2016 18:09,7/20/2016 15:32,21.38,,,0,0,0,0,0,0,
IE,bot,FIGS,pelagic,94,,21.9456,3.6576,64,Y,2016,7/19/2016 18:09,7/20/2016 15:32,21.38,,,0,0,0,0,0,0,
IE,bot,FIGS,pelagic,94,,21.9456,3.6576,89,Y,2016,7/19/2016 18:09,7/20/2016 15:32,21.38,,,0,0,0,0,0,0,
IE,bot,FIGS,pelagic,94,,21.9456,3.6576,114,Y,2016,7/19/2016 18:09,7/20/2016 15:32,21.38,,,0,0,0,0,0,0,
IE,bot,FIGS,pelagic,94,,21.9456,3.6576,140,Y,2016,7/19/2016 18:09,7/20/2016 15:32,21.38,,,0,0,0,0,0,0,
IE,bot,FIGS,pelagic,94,,21.9456,3.6576,152,Y,2016,7/19/2016 18:09,7/20/2016 15:32,21.38,,,0,0,0,0,0,0,
IE,bot,FIH,coney,94,,182.88,6.858,133,Y,2016,7/19/2016 18:27,7/20/2016 15:05,20.63,,,0,0,0,0,0,0,
IW,bot,FIGS,benthic,17,,10.9728,1.8288,13,Y,2016,7/22/2016 8:30,7/23/2016 8:09,23.65,,,0,0,0,0,0,0,
IW,bot,FIGS,benthic,17,,10.9728,1.8288,19,Y,2016,7/22/2016 8:30,7/23/2016 8:09,23.65,,,0,0,0,0,0,0,
IW,bot,FIGS,benthic,17,,10.9728,1.8288,25,Y,2016,7/22/2016 8:30,7/23/2016 8:09,23.65,,,0,0,0,0,0,0,
IW,bot,FIGS,benthic,17,,10.9728,1.8288,32,Y,2016,7/22/2016 8:30,7/23/2016 8:09,23.65,,,0,0,0,0,0,0,
IW,bot,FIGS,benthic,17,,10.9728,1.8288,38,Y,2016,7/22/2016 8:30,7/23/2016 8:09,23.65,,,0,0,0,0,0,0,
IW,bot,FIGS,benthic,17,,21.9456,1.8288,51,Y,2016,7/22/2016 8:30,7/23/2016 8:09,23.65,,,0,0,0,0,0,0,
IW,bot,FIGS,benthic,17,,21.9456,1.8288,64,Y,2016,7/22/2016 8:30,7/23/2016 8:09,23.65,,,0,0,0,0,0,0,
IW,bot,FIGS,benthic,17,,21.9456,1.8288,89,Y,2016,7/22/2016 8:30,7/23/2016 8:09,23.65,,,0,0,0,0,0,0,
IW,bot,FIGS,benthic,17,,21.9456,1.8288,114,Y,2016,7/22/2016 8:30,7/23/2016 8:09,23.65,,,0,0,0,0,0,0,
IW,bot,FIGS,benthic,17,,21.9456,1.8288,140,Y,2016,7/22/2016 8:30,7/23/2016 8:09,23.65,,,0,0,0,0,0,0,
IW,bot,FIGS,benthic,17,,21.9456,1.8288,152,Y,2016,7/22/2016 8:30,7/23/2016 8:09,23.65,,,0,0,0,0,0,0,
IE,bot,FIH,coney,22,,182.88,6.858,133,Y,2016,7/22/2016 9:15,7/23/2016 9:21,24.1,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,22,,10.9728,3.6576,13,Y,2016,7/22/2016 9:26,7/23/2016 9:38,24.2,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,22,,10.9728,3.6576,19,Y,2016,7/22/2016 9:26,7/23/2016 9:38,24.2,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,22,,10.9728,3.6576,25,Y,2016,7/22/2016 9:26,7/23/2016 9:38,24.2,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,22,,10.9728,3.6576,32,Y,2016,7/22/2016 9:26,7/23/2016 9:38,24.2,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,22,,10.9728,3.6576,38,Y,2016,7/22/2016 9:26,7/23/2016 9:38,24.2,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,22,,21.9456,3.6576,51,Y,2016,7/22/2016 9:26,7/23/2016 9:38,24.2,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,22,,21.9456,3.6576,64,Y,2016,7/22/2016 9:26,7/23/2016 9:38,24.2,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,22,,21.9456,3.6576,89,Y,2016,7/22/2016 9:26,7/23/2016 9:38,24.2,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,22,,21.9456,3.6576,114,Y,2016,7/22/2016 9:26,7/23/2016 9:38,24.2,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,22,,21.9456,3.6576,140,Y,2016,7/22/2016 9:26,7/23/2016 9:38,24.2,,,0,0,0,0,0,0,
IE,p5,FIGS,pelagic,22,,21.9456,3.6576,152,Y,2016,7/22/2016 9:26,7/23/2016 9:38,24.2,,,0,0,0,0,0,0,
IW,bot,FIGS,benthic,7,,10.9728,1.8288,13,Y,2016,7/25/2016 12:56,7/26/2016 11:15,22.32,,,0,0,0,0,0,0,
IW,bot,FIGS,benthic,7,,10.9728,1.8288,19,Y,2016,7/25/2016 12:56,7/26/2016 11:15,22.32,,,0,0,0,0,0,0,
IW,bot,FIGS,benthic,7,,10.9728,1.8288,25,Y,2016,7/25/2016 12:56,7/26/2016 11:15,22.32,,,0,0,0,0,0,0,
IW,bot,FIGS,benthic,7,,10.9728,1.8288,32,Y,2016,7/25/2016 12:56,7/26/2016 11:15,22.32,,,0,0,0,0,0,0,
IW,bot,FIGS,benthic,7,,10.9728,1.8288,38,Y,2016,7/25/2016 12:56,7/26/2016 11:15,22.32,,,0,0,0,0,0,0,
IW,bot,FIGS,benthic,7,,21.9456,1.8288,51,Y,2016,7/25/2016 12:56,7/26/2016 11:15,22.32,,,0,0,0,0,0,0,
IW,bot,FIGS,benthic,7,,21.9456,1.8288,64,Y,2016,7/25/2016 12:56,7/26/2016 11:15,22.32,,,0,0,0,0,0,0,
IW,bot,FIGS,benthic,7,,21.9456,1.8288,89,Y,2016,7/25/2016 12:56,7/26/2016 11:15,22.32,,,0,0,0,0,0,0,
IW,bot,FIGS,benthic,7,,21.9456,1.8288,114,Y,2016,7/25/2016 12:56,7/26/2016 11:15,22.32,,,0,0,0,0,0,0,
IW,bot,FIGS,benthic,7,,21.9456,1.8288,140,Y,2016,7/25/2016 12:56,7/26/2016 11:15,22.32,,,0,0,0,0,0,0,
IW,bot,FIGS,benthic,7,,21.9456,1.8288,152,Y,2016,7/25/2016 12:56,7/26/2016 11:15,22.32,,,0,0,0,0,0,0,
IW,bot,FIH,coney,7,,182.88,6.858,133,Y,2016,7/25/2016 13:05,7/26/2016 9:09,20.07,,,0,0,0,0,0,0,
